"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","default","tot.payment","principal","interest"
1,"all_other",0.074,155.3,10.81977828,3.17,792,7470.041667,4432,6.8,0,0,0,0,5590.8,4477.75761892221,1113.04238107779
1,"debt_consolidation",0.1531,696.31,11.69524702,9.1,682,4800.041667,20249,93.3,0,0,0,0,25067.16,15835.5691669129,9231.5908330871
1,"debt_consolidation",0.1322,676.02,11.08980542,9.07,707,3060.041667,15389,81,0,0,0,0,24336.72,16368.9511994331,7967.76880056694
1,"all_other",0.0894,95.32,12.07254125,17.22,722,7050.041667,72814,56,1,0,0,0,3431.52,2624.27144223272,807.248557767275
1,"debt_consolidation",0.1183,497.01,11.00209984,10.44,732,3241,5011,38.5,0,0,0,0,17892.36,12546.9022958245,5345.45770417551
1,"all_other",0.0774,168.59,10.42228135,23.88,747,2490,2534,22.2,2,0,0,0,6069.24,4811.61790959716,1257.62209040284
1,"major_purchase",0.1148,79.13,10.40411131,21.49,717,1472,3992,67.7,0,0,0,0,2848.68,2018.70401563197,829.975984368029
1,"major_purchase",0.0774,124.88,11.26446411,7.17,792,6360.041667,168,0.7,0,0,0,0,4495.68,3564.11913251375,931.560867486246
1,"all_other",0.1253,40.16,9.655026193,23.69,707,2580.041667,7826,70.5,1,0,0,0,1445.76,992.761460201615,452.998539798384
1,"major_purchase",0.074,62.12,10.91508846,1.88,767,5671.041667,2796,9.3,1,0,0,0,2236.32,1791.10304756888,445.216952431115
1,"credit_card",0.16,773.47,11.9511804,19.9,697,7410.041667,72951,97.7,0,0,0,0,27844.92,17229.9740421706,10614.9459578294
1,"debt_consolidation",0.1183,546.71,10.96337634,17.44,727,4890.041667,24351,66.2,1,0,0,0,19681.56,13801.5672806386,5879.99271936136
1,"debt_consolidation",0.1287,403.6,11.00209984,12.48,692,1860.041667,12558,62.2,1,0,0,0,14529.6,9875.80619992412,4653.79380007588
1,"home_improvement",0.1114,492.06,11.98292909,8.75,772,5640.041667,6065,41.6,4,0,0,0,17714.16,12681.7546623934,5032.40533760655
1,"debt_consolidation",0.0859,278.17,11.10495723,14.29,767,5160.041667,12657,8.6,1,0,0,0,10014.12,7739.18277234993,2274.93722765007
1,"home_improvement",0.0774,312.19,11.12726298,1.71,802,7440.041667,6077,24.6,0,0,0,0,11238.84,8910.01242776641,2328.82757223359
1,"credit_card",0.1148,428.59,11.51292546,5.24,732,4020,27294,44.8,0,0,0,0,15429.24,10933.8601549312,4495.37984506879
1,"debt_consolidation",0.1565,419.84,12.15477935,8.21,672,3630,33266,92.9,0,0,0,0,15114.24,9451.15868151192,5663.08131848808
1,"major_purchase",0.1357,326.1,10.24281286,4.66,682,2280.041667,3288,35,1,0,0,0,11739.6,7813.61513588077,3925.98486411923
1,"all_other",0.1114,183.7,11.15625052,13.37,722,3630,436,7.4,0,0,0,0,6613.2,4734.45988595227,1878.74011404773
1,"all_other",0.1392,153.62,10.30895266,24.6,672,2582.041667,1355,36.6,2,0,0,0,5530.32,3642.41047193718,1887.90952806282
1,"debt_consolidation",0.0859,193.62,11.02451344,10.21,747,3330.041667,6775,22,0,0,0,0,6970.32,5386.8518114189,1583.4681885811
1,"credit_card",0.0894,349.49,10.82774645,22.38,762,9539.041667,8694,54,4,0,0,0,12581.64,9621.86976863109,2959.77023136891
1,"credit_card",0.1322,302.52,10.57131693,22.12,682,7560,18610,40,0,0,0,1,10890.72,7325.13108614019,3565.58891385981
1,"debt_consolidation",0.1287,504.5,11.52698615,14.07,702,5430,18213,55.5,0,1,0,0,18162,12344.7577499052,5817.24225009485
1,"credit_card",0.1287,403.6,11.1188453,7.15,697,8100.041667,14079,70,0,0,0,0,14529.6,9875.80619992412,4653.79380007588
1,"debt_consolidation",0.167,142.01,9.574983486,0,662,1800,0,0,0,4,0,0,5112.36,3097.70383028986,2014.65616971014
1,"home_improvement",0.1114,426.45,11.77528973,12.15,747,9510,35398,70.5,0,0,0,0,15352.2,10990.8024951788,4361.39750482119
1,"debt_consolidation",0.1357,339.69,10.91508846,18.22,682,4440.041667,16121,39.1,0,0,0,1,12228.84,8139.24233519577,4089.59766480423
1,"credit_card",0.1183,497.01,11.08214255,13.79,722,4710,9941,45.4,0,0,0,0,17892.36,12546.9022958245,5345.45770417551
1,"debt_consolidation",0.1565,279.89,10.75149944,15.52,662,4110.041667,11310,63.5,2,0,0,0,10076.04,6300.69741655957,3775.34258344042
1,"debt_consolidation",0.1183,265.08,10.81154448,10.79,707,4320,2843,26.1,2,1,0,1,9542.88,6691.88318258618,2850.99681741382
1,"educational",0.1183,258.45,11.35927299,8.82,757,2973.041667,3811,5.8,0,0,0,0,9304.2,6524.51036871661,2779.68963128339
1,"debt_consolidation",0.1287,210.21,10.27505111,23.26,692,3780.041667,12082,82.2,1,1,0,1,7567.56,5143.6898446136,2423.8701553864
1,"debt_consolidation",0.1322,270.41,10.26813067,14.92,697,2913,7054,91.6,0,0,0,0,9734.76,6547.62890719016,3187.13109280984
1,"all_other",0.0774,46.83,11.15008872,4.36,737,2880,1991,28.9,1,0,0,0,1685.88,1336.54467469266,349.335325307342
1,"debt_consolidation",0.1426,240.15,11.08214255,11.13,672,3360.041667,6227,89,1,0,0,0,8645.4,5636.29755229298,3009.10244770702
1,"all_other",0.1183,198.81,11.45924237,5.38,707,3720.041667,1839,13.3,0,1,0,0,7157.16,5018.91238693963,2138.24761306037
1,"all_other",0.0859,252.89,10.75790288,9.45,752,6540,10887,41.4,2,0,0,0,9104.04,7035.84833482969,2068.19166517031
1,"small_business",0.167,275.14,10.16585182,19.52,697,1650.041667,10634,71.5,0,0,0,1,9905.04,6001.70573808853,3903.33426191147
1,"all_other",0.1253,334.67,9.980448594,4.72,727,1200.041667,2638,11.5,2,0,0,0,12048.12,8273.0945688664,3775.0254311336
1,"debt_consolidation",0.1496,467.71,11.46813728,16.49,692,5910.041667,21881,96.4,1,0,0,0,16837.56,10748.99331642,6088.56668358
1,"all_other",0.0894,47.66,10.59663473,9.6,712,2610.041667,193,7.4,0,0,0,1,1715.76,1312.13572111636,403.624278883637
1,"debt_consolidation",0.1253,811.56,11.8493977,20.28,722,5400,60713,62.5,1,0,0,0,29216.16,20061.8897072018,9154.27029279823
1,"debt_consolidation",0.1287,285.89,10.61043901,10.36,687,2760.041667,3934,52.5,1,0,1,0,10292.04,6995.52585355874,3296.51414644126
1,"debt_consolidation",0.0894,406.68,10.4341158,0.18,817,5432,306,0.5,0,0,0,0,14640.48,11196.3775716241,3444.10242837595
1,"all_other",0.1253,133.87,10.55581274,22.31,707,1440,3122,56.8,0,0,0,0,4819.32,3309.28726785832,1510.03273214168
1,"credit_card",0.1218,283.05,10.79957558,7.08,707,3210,7679,80,0,0,0,0,10189.8,7070.89610892574,3118.90389107426
1,"all_other",0.1114,328.04,11.8493977,8.1,742,5040,17930,0,3,0,0,0,11809.44,8454.5031082623,3354.9368917377
1,"all_other",0.1114,131.22,11.05089001,10.29,717,4320,2787,30.3,3,0,0,0,4723.92,3381.90433442927,1342.01566557073
1,"small_business",0.1635,482.25,10.40426284,7.89,702,3510.041667,11209,66.7,1,0,0,1,17361,10630.4902552752,6730.50974472477
1,"home_improvement",0.1392,512.06,11.53329656,13.1,682,11550,8785,37.4,1,0,0,0,18434.16,12141.2101696403,6292.94983035965
1,"debt_consolidation",0.0894,95.32,10.6454249,10.29,717,2220.041667,6349,31.6,0,0,0,0,3431.52,2624.27144223272,807.248557767275
1,"debt_consolidation",0.0894,127.09,10.49127422,2.77,762,2700.041667,3969,19.7,0,0,0,0,4575.24,3498.93681906585,1076.30318093415
1,"all_other",0.1287,67.27,10.54534144,17.21,677,2580,2360,59,0,3,0,0,2421.72,1646.0492642936,775.670735706403
1,"debt_consolidation",0.1322,676.02,11.48612964,23.86,707,5090,27879,78.3,1,0,0,0,24336.72,16368.9511994331,7967.76880056694
1,"home_improvement",0.1461,517.13,11.95761129,7.83,682,5730,6618,30.5,2,0,0,0,18616.68,12010.2199886932,6606.46001130682
1,"credit_card",0.0894,190.63,11.34568955,0,737,2166,0,0,1,0,0,0,6862.68,5248.26757273211,1614.41242726789
1,"debt_consolidation",0.0774,312.19,11.35040654,0.17,777,6570,2994,9.5,0,0,0,0,11238.84,8910.01242776641,2328.82757223359
1,"debt_consolidation",0.1322,338.01,10.59663473,15.21,692,2100,9538,43.8,0,0,0,0,12168.36,8184.47559971653,3983.88440028347
1,"home_improvement",0.1183,828.35,11.88446833,5.54,777,10290.04167,311,0.4,1,0,0,0,29820.6,20911.5038263742,8909.09617362584
1,"credit_card",0.0859,316.11,11.49799455,4.46,757,5282.041667,37334,55.4,0,0,0,0,11379.96,8794.74086410302,2585.21913589698
1,"debt_consolidation",0.1218,199.8,10.96819829,13.9,727,4740,4563,67.1,0,0,0,0,7192.8,4991.22078277111,2201.57921722889
1,"small_business",0.1774,612.36,11.07906088,14.13,687,5749,20429,66.1,2,0,0,1,22044.96,12947.257690089,9097.70230991096
1,"all_other",0.1392,119.48,10.30895266,5.36,692,2671.041667,3162,73.5,1,0,0,0,4301.28,2832.93323256772,1468.34676743228
1,"all_other",0.0894,444.81,11.76107378,4.48,757,6198,5615,8.9,0,0,0,0,16013.16,12246.1412108638,3767.01878913619
1,"credit_card",0.1461,861.88,11.53718872,17.76,707,8910.041667,25478,65.3,0,1,0,0,31027.68,20016.9558986229,11010.7241013771
1,"debt_consolidation",0.1148,296.72,10.37349118,11.36,747,3720.041667,16021,30.6,1,0,0,1,10681.92,7569.69361200959,3112.22638799041
1,"all_other",0.0859,158.06,10.99406767,20.32,742,3990,6673,32.4,0,0,0,0,5690.16,4397.50954091969,1292.65045908031
1,"debt_consolidation",0.1531,188.01,9.798127037,11.33,677,1710,3600,94.7,0,0,0,0,6768.36,4275.74695045496,2492.61304954504
1,"debt_consolidation",0.1218,832.5,13.47019937,2.26,747,5880.041667,24361,84.3,0,0,0,0,29970,20796.7532615463,9173.24673845371
1,"debt_consolidation",0.1287,168.17,10.42228135,13.14,702,7710.041667,11154,86.5,1,0,1,0,6054.12,4115.00081427463,1939.11918572537
1,"home_improvement",0.074,62.12,10.69194491,4.53,787,4770,706,1.4,1,0,0,0,2236.32,1791.10304756888,445.216952431115
1,"major_purchase",0.0774,124.88,10.25765937,17.64,767,5610.041667,611,6.9,1,0,0,0,4495.68,3564.11913251375,931.560867486246
1,"home_improvement",0.0894,190.63,10.81977828,15.7,737,3120.041667,55,0.6,3,0,0,1,6862.68,5248.26757273211,1614.41242726789
1,"credit_card",0.0788,206.45,11.1844214,9.62,732,5132,11589,20.8,0,1,0,0,7432.2,5867.46047115548,1564.73952884452
1,"debt_consolidation",0.1531,217.6,10.1266311,13.73,712,3510.041667,1988,99.4,0,0,0,0,7833.6,4948.68643380139,2884.91356619861
1,"all_other",0.0859,158.06,11.00209984,22.08,772,6060.041667,2930,20.1,5,0,0,0,5690.16,4397.50954091969,1292.65045908031
1,"debt_consolidation",0.1357,475.56,10.77895629,8.8,702,5700.041667,11284,94.8,0,0,0,0,17120.16,11394.7955045062,5725.36449549384
1,"debt_consolidation",0.1148,824.22,11.28978191,9.9,777,6120,30928,63,2,0,0,0,29671.92,21026.8700083936,8645.04999160643
1,"debt_consolidation",0.1287,201.8,10.59663473,3.45,697,1590.041667,3733,58.3,2,0,0,0,7264.8,4937.90309996206,2326.89690003794
1,"debt_consolidation",0.0894,305.01,10.87804719,18.41,742,4050.041667,9571,31.1,3,1,0,0,10980.36,8397.28317871804,2583.07682128196
1,"all_other",0.0859,252.89,10.54534144,0.95,812,9780,255,0.6,1,0,0,0,9104.04,7035.84833482969,2068.19166517031
1,"home_improvement",0.0894,317.72,11.08214255,15.05,742,6660.041667,37471,61.9,1,0,0,0,11437.92,8747.20439179796,2690.71560820204
1,"credit_card",0.1459,413.58,11.72803684,15.36,672,7610,30232,67.3,0,2,0,0,14888.88,9611.06102772213,5277.81897227787
1,"home_improvement",0.1392,827.82,11.77528973,2.06,757,9810,6834,30.4,5,0,0,1,29801.52,19628.044765519,10173.475234481
1,"all_other",0.0894,317.72,11.0744205,10.33,742,3630,14880,58,2,0,0,0,11437.92,8747.20439179796,2690.71560820204
1,"all_other",0.1253,267.74,11.05089001,1.81,697,3630,4676,47.2,1,0,0,0,9638.64,6618.57453571665,3020.06546428335
1,"debt_consolidation",0.1218,479.52,10.23995979,0,787,4860.041667,0,0,3,0,0,0,17262.72,11978.9298786507,5283.79012134934
1,"debt_consolidation",0.1114,295.24,10.89673933,17.47,732,7140.041667,19109,38,2,0,0,0,10628.64,7609.15588856042,3019.48411143958
1,"home_improvement",0.0894,133.45,11.40756495,19.24,727,4200.041667,15366,50.9,3,0,0,0,4804.2,3674.03508147248,1130.16491852752
1,"all_other",0.0894,285.95,10.69194491,8.97,747,3907.041667,4051,13.6,1,0,0,0,10294.2,7872.53901496483,2421.66098503517
1,"all_other",0.1426,171.53,11.60823564,17.64,667,5340.041667,54165,75,1,1,0,0,6175.08,4025.79270932673,2149.28729067327
1,"home_improvement",0.1322,169.01,11.60823564,15.4,692,3842.041667,53761,92.1,2,0,0,1,6084.36,4092.35886840061,1992.00113159939
1,"all_other",0.1426,222.99,9.980448594,15.17,707,1470,1855,23.2,0,0,0,0,8027.64,5233.5539920292,2794.0860079708
1,"major_purchase",0.0894,317.72,10.87804719,13.09,737,2280.041667,3706,11.2,1,0,0,0,11437.92,8747.20439179796,2690.71560820204
1,"debt_consolidation",0.1322,253.51,11.5228758,22.22,687,6840,33465,89.3,2,0,0,0,9126.36,6138.41723405857,2987.94276594143
1,"debt_consolidation",0.1114,32.81,9.169518377,4.38,747,1260.041667,486,21,0,0,0,0,1181.16,845.604947512761,335.555052487239
1,"debt_consolidation",0.1148,501.13,10.77895629,24.13,757,8043,6212,49.7,2,0,0,0,18040.68,12784.4451327392,5256.23486726084
1,"debt_consolidation",0.0859,316.11,10.95960979,8.31,757,8430.041667,20627,21.9,0,0,0,0,11379.96,8794.74086410302,2585.21913589698
1,"debt_consolidation",0.1496,259.84,10.13459927,5.38,687,1140.041667,5385,58.5,1,0,0,0,9354.24,5971.68848931725,3382.55151068275
1,"all_other",0.1426,411.67,10.3859137,5.33,692,1288.041667,5917,61,3,0,0,0,14820.12,9661.85556257527,5158.26443742473
1,"debt_consolidation",0.1774,144.09,10.71441777,14.04,667,3264,3082,99.4,0,0,0,0,5187.24,3046.52550879373,2140.71449120627
1,"all_other",0.0894,540.12,11.69524702,2.19,777,4020,63646,9.8,1,0,0,0,19444.32,14870.1373413632,4574.18265863681
1,"debt_consolidation",0.1218,807.53,11.57988293,17.65,742,9360,81940,35.3,0,0,0,0,29071.08,20172.9755691249,8898.1044308751
1,"debt_consolidation",0.1114,278.83,10.25765937,24.63,727,8010,9193,28.5,0,0,0,0,10037.88,7186.2245508986,2851.6554491014
1,"small_business",0.1496,866.13,11.43171541,0.47,772,4410.041667,3910,6.5,3,0,0,0,31180.68,19905.5516904724,11275.1283095276
1,"debt_consolidation",0.0894,324.07,10.91508846,8.47,737,5730,13041,39,1,0,0,0,11666.52,8922.02734247125,2744.49265752875
1,"credit_card",0.1114,472.38,12.20607265,9.68,737,7627,29411,59.3,3,0,0,0,17005.68,12174.5463305723,4831.13366942768
1,"small_business",0.1531,678.9,11.40756495,15.89,792,16350,34039,1.6,4,0,0,0,24440.4,15439.6287679585,9000.77123204153
1,"debt_consolidation",0.0774,109.27,11.08214255,9.42,742,2790,2087,9.8,0,0,0,0,3933.72,3118.60424094953,815.115759050465
1,"debt_consolidation",0.1392,136.55,10.71441777,15.76,672,5130,4007,54.9,1,0,0,0,4915.8,3237.67185225245,1678.12814774755
1,"debt_consolidation",0.1114,367.4,10.46310334,10.8,732,3810.041667,10631,36.9,3,0,0,1,13226.4,9468.91977190455,3757.48022809545
1,"all_other",0.1253,240.96,10.62132735,13.61,722,2670.041667,8250,93.7,2,0,0,0,8674.56,5956.56876120969,2717.99123879031
1,"credit_card",0.1183,397.61,10.71441777,20.69,737,3420.041667,9078,68.8,0,0,0,0,14313.96,10037.5723261962,4276.38767380379
1,"credit_card",0.1183,99.41,10.96819829,19.31,697,6450,13660,79,1,0,0,0,3578.76,2509.58241731135,1069.17758268865
1,"credit_card",0.1253,585.67,10.52492389,20.85,722,4953.041667,15859,78.6,0,0,0,0,21084.12,14477.8536951265,6606.2663048735
1,"credit_card",0.1114,196.83,10.59663473,24.1,717,4740,4136,52.4,0,0,0,0,7085.88,5072.85650164391,2013.02349835609
1,"small_business",0.167,532.53,11.00584283,2.11,742,1261.041667,4949,0,1,0,0,1,19171.08,11616.2257639903,7554.85423600972
1,"all_other",0.0894,103.26,10.71441777,6.13,747,2043.041667,4708,43.2,1,0,0,1,3717.36,2842.86895850767,874.491041492329
1,"debt_consolidation",0.1218,199.8,10.08580911,9.65,747,3690.041667,3380,31.9,4,0,0,1,7192.8,4991.22078277111,2201.57921722889
1,"debt_consolidation",0.1385,818.5,10.66895539,13.7,722,9600.041667,12606,88.2,0,0,0,0,29466,19447.8603496904,10018.1396503096
1,"all_other",0.0774,93.66,10.08580911,24.55,742,5220.041667,20594,38.3,0,0,0,0,3371.76,2673.08934938532,698.670650614684
1,"home_improvement",0.1114,393.65,11.42954386,12.52,752,4920.041667,25245,53.3,4,0,0,0,14171.4,10145.4552754769,4025.94472452307
1,"debt_consolidation",0.1357,305.72,10.41331268,11.14,682,3930,3279,41,0,0,0,0,11005.92,7325.29414088154,3680.62585911846
1,"all_other",0.1426,102.92,9.729134165,12.21,672,3660,1772,73.8,0,0,0,0,3705.12,2415.52256540493,1289.59743459507
1,"small_business",0.167,168.64,10.34817337,18.27,687,1633.041667,14940,40.8,0,0,0,1,6071.04,3678.59146496783,2392.44853503217
1,"home_improvement",0.0894,305.01,11.22524339,18.19,742,4981,11361,35,2,1,0,0,10980.36,8397.28317871804,2583.07682128196
1,"debt_consolidation",0.1531,348.16,10.42821608,15.02,667,2370.041667,8556,44.3,1,0,0,0,12533.76,7917.89829408222,4615.86170591778
1,"credit_card",0.0894,476.58,11.53272809,7.31,797,7260,19412,32.5,0,0,0,0,17156.88,13120.8065876969,4036.07341230306
1,"credit_card",0.1426,483.72,10.858999,20.91,722,6360.041667,42613,98.4,1,0,0,1,17413.92,11352.8621777854,6061.05782221462
1,"debt_consolidation",0.0894,158.86,10.34174248,16.41,727,3330.041667,1877,10.3,1,0,0,0,5718.96,4373.60219589898,1345.35780410102
1,"credit_card",0.1426,274.45,11.15625052,18.48,672,6540,7862,71.5,0,0,0,0,9880.2,6441.31527473166,3438.88472526834
1,"debt_consolidation",0.0859,173.86,10.91508846,14.97,742,6990.041667,11484,12.5,0,1,0,0,6258.96,4837.09356436984,1421.86643563016
1,"debt_consolidation",0.1322,676.02,10.81977828,10.44,712,5520,22576,82.7,3,0,0,0,24336.72,16368.9511994331,7967.76880056694
1,"debt_consolidation",0.1218,666,11.01862914,12.96,727,4774.041667,28404,74.7,1,0,0,0,23976,16637.402609237,7338.59739076297
1,"home_improvement",0.1287,282.52,11.75194237,16.36,687,3540,26040,60.8,1,0,0,0,10170.72,6913.06433994689,3257.65566005311
1,"all_other",0.1253,502,11.02026715,16.56,712,2190,8109,59.6,0,0,0,0,18072,12409.5182525202,5662.48174747981
1,"debt_consolidation",0.1357,441.6,10.42821608,21.76,692,6780.041667,24127,70.5,3,0,0,0,15897.6,10581.0869181385,5316.51308186155
1,"major_purchase",0.1531,389.94,10.66914142,21.85,667,2779.041667,10677,55,1,0,0,0,14037.84,8868.06428307222,5169.77571692778
1,"debt_consolidation",0.1322,540.81,11.11266399,11.94,702,5040,13264,62.3,1,0,0,0,19469.16,13095.0156772956,6374.14432270436
1,"major_purchase",0.1322,331.25,10.98189713,5.88,687,2675.041667,9972,35.9,3,0,1,0,11925,8020.7909304639,3904.2090695361
1,"educational",0.1148,280.24,9.862665558,14.06,717,2850,3317,62.6,0,0,0,0,10088.64,7149.26846127516,2939.37153872484
1,"debt_consolidation",0.0859,221.28,11.51292546,11.18,737,6420.041667,73196,16.6,2,0,0,0,7966.08,6156.40207019302,1809.67792980698
1,"debt_consolidation",0.1531,334.23,10.83958091,5.81,662,1920.041667,3125,32.6,0,2,0,0,12032.28,7601.10049066838,4431.17950933162
1,"major_purchase",0.074,124.24,10.49127422,10.43,777,3450.041667,2063,12.1,0,0,0,0,4472.64,3582.20609513777,890.43390486223
1,"credit_card",0.1461,86.19,11.08214132,15.23,662,3990,4763,78.1,2,0,1,0,3102.84,2001.74203938171,1101.09796061829
1,"debt_consolidation",0.1531,557.05,11.15625052,20.64,677,1800,11725,54.8,1,0,0,1,20053.8,12668.5008177806,7385.29918221937
1,"major_purchase",0.0859,221.28,10.91508846,6.09,757,3667,4360,29.3,0,0,0,0,7966.08,6156.40207019302,1809.67792980698
1,"debt_consolidation",0.1565,699.73,10.95954023,4.88,682,3150.041667,8436,87.9,0,0,0,0,25190.28,15751.8560980715,9438.4239019285
1,"debt_consolidation",0.1426,205.84,11.21946674,14.05,667,9240.041667,3407,48.7,2,5,0,0,7410.24,4831.04513080986,2579.19486919014
1,"debt_consolidation",0.16,506.27,11.31938926,12.74,662,4710,35174,69.4,3,0,0,0,18225.72,11277.772839709,6947.94716029098
1,"small_business",0.1947,184.49,11.69524702,9.35,707,4260,2379,40.3,1,0,0,0,6641.64,3703.42816195342,2938.21183804658
1,"debt_consolidation",0.1148,329.69,10.74194646,9.75,717,4500.041667,8368,66.9,1,0,0,0,11868.84,8410.79902582718,3458.04097417282
1,"debt_consolidation",0.1253,502,10.46310334,12.03,707,4680,11197,53.3,0,0,1,0,18072,12409.5182525202,5662.48174747981
1,"all_other",0.0859,94.84,11.25480219,15.92,727,4290,16116,67.7,2,0,0,0,3414.24,2638.61701164636,775.622988353641
1,"debt_consolidation",0.1392,477.92,11.21182037,21.91,682,7000.041667,14200,42.8,1,2,0,0,17205.12,11331.7329302709,5873.3870697291
1,"all_other",0.1148,395.63,11.69524702,1.01,772,3570,1957,12.1,1,0,0,0,14242.68,10093.0098534624,4149.67014653764
1,"debt_consolidation",0.1218,176.49,11.01224817,20.73,697,4440.041667,13313,31.3,0,0,0,0,6353.64,4408.91169144781,1944.72830855219
1,"all_other",0.1878,803.99,10.55581274,9.69,662,1290.041667,12863,37.9,1,0,0,0,28943.64,16476.7532042237,12466.8867957763
1,"debt_consolidation",0.1426,754.73,11.00209984,21.34,702,3360.041667,35236,69.1,2,0,0,0,27170.28,17713.4409812287,9456.83901877126
1,"debt_consolidation",0.1183,157.39,10.49127422,21.8,702,2130,28450,75.7,2,0,0,0,5666.04,3973.27408370016,1692.76591629984
1,"all_other",0.1183,331.34,10.7623822,9.66,792,9990.041667,444,0.9,3,0,0,0,11928.24,8364.60153054966,3563.63846945034
1,"debt_consolidation",0.1253,381.52,10.95080655,13.64,702,3780.041667,18252,60.8,1,0,0,0,13734.72,9431.23387191535,4303.48612808465
1,"home_improvement",0.1253,811.56,12.32385568,12.7,727,9000,121563,26.6,1,0,0,0,29216.16,20061.8897072018,9154.27029279823
1,"all_other",0.1287,50.45,11.00209984,8.52,677,8820.041667,1506,37.6,0,2,0,0,1816.2,1234.47577499052,581.724225009485
1,"credit_card",0.1183,99.41,11.32659589,11.71,697,7920,17900,64.9,1,0,0,0,3578.76,2509.58241731135,1069.17758268865
1,"home_improvement",0.1253,585.67,11.21182037,23.35,727,5820,13042,52.2,0,0,0,0,21084.12,14477.8536951265,6606.2663048735
1,"credit_card",0.1496,242.52,11.26446411,2.64,667,3660,54727,89.2,0,0,0,0,8730.72,5573.63720916418,3157.08279083582
1,"debt_consolidation",0.074,46.59,10.54534144,0.69,747,2640.041667,1125,16.5,1,0,0,0,1677.24,1343.32728567666,333.912714323336
1,"major_purchase",0.074,93.18,10.1266311,6.91,752,2250.041667,446,17.2,0,0,0,0,3354.48,2686.65457135333,667.825428646673
1,"credit_card",0.1183,497.01,10.6454249,14.2,727,6841,10894,39.6,0,0,1,0,17892.36,12546.9022958245,5345.45770417551
1,"debt_consolidation",0.1287,252.25,10.6454249,8.31,687,3000.041667,8091,30.9,1,0,0,0,9081,6172.37887495258,2908.62112504742
1,"debt_consolidation",0.1148,197.82,10.46310334,15.67,717,11160.04167,6433,48.7,1,0,0,0,7121.52,5046.63248290555,2074.88751709444
1,"major_purchase",0.0859,237.08,11.08214255,19.88,767,4440.041667,5720,11,0,0,0,0,8534.88,6595.98609364318,1938.89390635682
1,"debt_consolidation",0.1878,913.63,11.46163217,18.18,667,5160,15109,77.9,1,0,0,0,32890.68,18723.685655263,14166.994344737
1,"credit_card",0.1253,93.71,10.77895629,23.23,682,4770,30423,66.3,1,0,1,0,3373.56,2316.52580765671,1057.03419234329
1,"debt_consolidation",0.1148,791.25,11.51292546,12.68,792,6780.041667,23092,25.7,0,0,0,0,28485,20185.764594576,8299.23540542402
1,"all_other",0.1148,329.69,10.70987413,14.79,727,3030.041667,16077,54.9,0,0,0,0,11868.84,8410.79902582718,3458.04097417282
1,"debt_consolidation",0.1496,291.02,10.39690249,13.92,667,5370,9713,63.5,1,1,0,0,10476.72,6688.2727222949,3788.4472777051
1,"credit_card",0.1392,751.02,11.22524339,23.92,707,4699,13236,61.3,0,0,0,0,27036.72,17807.0766347758,9229.6433652242
1,"all_other",0.1114,164.02,10.08580911,3.3,717,1860.041667,1124,9.7,1,0,0,0,5904.72,4227.25155413115,1677.46844586885
1,"debt_consolidation",0.0859,189.67,11.28978191,22.52,742,5310.041667,3676,10.2,1,0,0,0,6828.12,5276.95580555636,1551.16419444364
1,"debt_consolidation",0.1218,807.53,11.00209984,21.9,742,8617.041667,100842,34.4,1,0,0,0,29071.08,20172.9755691249,8898.1044308751
1,"all_other",0.1287,336.34,10.79949394,21.97,697,4560.041667,22259,66.8,0,0,0,0,12108.24,8230.00162854926,3878.23837145074
1,"debt_consolidation",0.1357,101.91,11.15625052,5.69,672,6770.041667,3275,21,1,3,0,0,3668.76,2441.84458294269,1226.91541705731
1,"debt_consolidation",0.1025,442.06,10.73116563,13.98,727,4813,22837,79.3,0,0,0,0,15914.16,11701.4091994145,4212.75080058549
1,"credit_card",0.1025,518.16,11.1844214,4.93,752,5909,3252,25,1,0,0,0,18653.76,13715.7901433485,4937.96985665154
1,"debt_consolidation",0.1099,695.63,10.75900865,17.93,722,3181.041667,26636,61.6,1,0,0,0,25042.68,18009.1789440922,7033.50105590776
1,"debt_consolidation",0.1114,518.3,11.51292546,21.88,747,4620,29860,47.6,0,0,0,0,18658.8,13358.0324381549,5300.76756184505
1,"debt_consolidation",0.1183,803.5,12.03171926,11.42,762,5343.041667,55622,39.5,0,0,0,0,28926,20284.1713339671,8641.82866603291
1,"debt_consolidation",0.0894,444.81,11.69524702,15.8,762,4770,60767,80.4,0,0,0,0,16013.16,12246.1412108638,3767.01878913619
1,"debt_consolidation",0.1287,403.6,10.37349118,21.68,737,4559.041667,7370,85.7,1,0,0,1,14529.6,9875.80619992412,4653.79380007588
1,"all_other",0.1809,253.37,10.62132735,7.52,692,2430,8959,97.4,1,0,0,0,9121.32,5301.10097679152,3820.21902320848
1,"debt_consolidation",0.1253,167.34,10.52674861,21.49,707,4590.041667,0,0,0,0,0,1,6024.24,4136.67088521261,1887.56911478739
1,"debt_consolidation",0.0894,317.72,13.54370183,1.69,752,3570,10490,41,0,0,0,0,11437.92,8747.20439179796,2690.71560820204
1,"all_other",0.1253,836.66,11.60827201,10.97,732,5611.041667,33383,63.2,1,0,0,0,30119.76,20682.3656198278,9437.39438017222
1,"all_other",0.0894,190.63,11.56171563,10.42,727,4560.041667,10465,44,0,0,0,1,6862.68,5248.26757273211,1614.41242726789
